Name	Set	ImageFile	Rarity	Unique	CollectorsInfo	Type	Cost	Mission/DilemmaType	Span	Points	Quadrant	Affiliation	Icons	Staff	Keywords	Class	Species	Skills	Integrity/Range	Cunning/Weapons	Strength/Shields	Text
Yedrin Dax Heir Apostate	MoT	STVE-EN28047	V	Y	28V047	Personnel	3					Non-Aligned			Host. 		Human/Trill	Anthropology Astrometrics Diplomacy Physics Science Treachery	4	7	4	When an opponent downloads a card, if he or she commands two or more headquarters missions, place that card on the top of its owner's deck. You may do this only once each turn.
Telek R'Mor Anachronistic Visitor	MoT	STVE-EN28048	V	Y	28V048	Personnel	4					Romulan	[Cmd][Pa]				Romulan	Astrometrics Diplomacy Engineer Science Transporters	6	5	6	You may play this personnel aboard your [Voy] ship. When this personnel uses a skill to complete a [DQ] mission, you may place him in his owner's discard pile to score 5 points.
Daniels Timeline Protector	MoT	STVE-EN28049	V	Y	28V049	Personnel	2					Starfleet	[Stf][Fut]				Alien/Human	Anthropology Intelligence Physics Programming Security	6	6	6	While this personnel is in your discard pile, you may play him from your discard pile at cost +2.
Taluno Guardian	MoT	STVE-EN28050	V	Y	28V050	Ship	5					Bajoran	[DS9]	[Cmd][Stf]		Perikian Class			6	7	6	While you command {Line of Defense}, this ship and each of your Generals are attributes +2. When your Line of Defense is destroyed, you may take Line of Defense or a [Baj] card from your discard pile into hand.
Starship Enterprise Imperial Flagship	MoT	STVE-EN28051	V	Y	28V051	Ship	3					Federation	[TOS][Pa][AU]	[Cmd][Stf]		Constitution Class			8	6	6	To play this ship, you must command four [AU][TOS] personnel. You may play this ship at cost +1 to name a unique [TOS] personnel you own. That personnel gains Commander: Starship Enterprise.
U.S.S. Enterprise-C Temporal Linchpin	MoT	STVE-EN28052	V	Y	28V052	Ship	5					Federation	[TNG][Pa]	[Cmd][Stf][Stf]		Ambassador Class			8	7	8	While this ship is at a space mission, you may play [Pa][TNG] or [AU][TNG] personnel aboard this ship. You may do this only once each turn.
U.S.S. Relativity Federation Timeship	MoT	STVE-EN28053	V	Y	28V053	Ship	0					Federation	[Voy][Fut]	[Cmd][Stf][Stf][Stf][Stf][Stf]	Temporal. 	Wells Class			8	9	8	At the start of each of your turns, place each non-[Fut] personnel you command in his or her owner's discard pile. You may play [Fut][Fed] personnel and equipment aboard this ship. When a card instructs you to place this ship at your headquarters mission, you may place it at your [Fed] space mission.
U.S.S. Wells	MoT	STVE-EN28054	V	N	28V054	Ship	0					Federation	[Voy][Fut]	[Cmd][Stf][Stf][Stf][Stf][Stf]	Temporal. 	Wells Class			8	9	8	When a card instructs you to place this ship at your headquarters mission, you may place it at your [Fed] space mission.
Khan Noonien Singh Genetically-Engineered Nemesis *VP	VP	STVP-EN127	VP	Y	0VP127	Personnel	4					Non-Aligned	[Cmd][Pa]		Commander: U.S.S. Reliant. Genetically Enhanced.		Human	Exobiology Leadership Programming 2 Treachery	2	8	8	While present with an opponent's personnel, each of that opponent's personnel is attributes -1.
The Clown: Guillotine *VP	VP	STVP-EN128	VP	N	0VP128	Dilemma	2	D							Consume: 3. 							Your opponent names a skill. Randomly select a personnel with that skill. Unless that personnel has an attribute>6, randomly select a second personnel with that skill. Each selected personnel is killed and this dilemma returns to its owner's dilemma pile.
Tsiolkovsky Infection *VP	VP	STVP-EN129	VP	N	0VP129	Dilemma	8	S														For each event your opponent commands in his or her core, this dilemma is cost -1.  Unless you have 2 Anthropology, 2 Programming, and Cunning>38 or 2 Biology, Exobiology, and 2 Medical, randomly select three personnel to be killed.
Whisper in the Dark *VP	VP	STVP-EN130	VP	N	0VP130	Dilemma	8	P														For each event your opponent commands in his or her core, this dilemma is cost -1.  Unless you have 2 Geology, 2 Physics, and Cunning>38 or 2 Honor, 2 Officer, and Transporters, randomly select three personnel to be killed.
Field Studies *VP	VP	STVP-EN131	VP	N	0VP131	Event	0															To play this event, you must command three [Fed] personnel at your space mission.  Lose 5 points to revel the top two cards of an opponent's dilemma pile.  Place face up beneath that mission any dilemmas that could be faced there.  Replace the remaining cards in any order.  Destroy this event.
Power Shift *VP	VP	STVP-EN132	VP	N	0VP132	Event	0															To play this event, you must command three [Rom] personnel.  Plays in your core.  While your [Rom] personnel is attempting a mission, you may lose 5 points to make each of your [Rom] personnel attributes +1 until the end of this mission attempt.
Unimatrix Zero *VP	VP	STVP-EN133	VP	N	0VP133	Event	6															To play this event, you must command three [Bor] personnel. When you play this event, for each unique Borg personnel you command, this event is cost -1. Plays in your core. You may spend an additional counter each turn. Each unique personnel you command gains [AU].
Covenant *VP	VP	STVP-EN134	VP	N	0VP134	Interrupt	0								Pah-wraith. 							When your [Baj] Treachery personnel is facing a dilemma, remove a [Baj] personnel in your discard pile from the game to make that Treachery personnel gain all skills and attributes on that [Baj] personnel removed from the game until the end of this mission attempt.
Fitting In *VP	VP	STVP-EN135	VP	N	0VP135	Interrupt	0															When your personnel is facing a dilemma, choose one for him or her to gain until the end of that dilemma: an attribute from a [Fut] personnel present; or a skill from a [Pa] personnel present.
Arik Soong Father of Many *VP	VP	STVP-EN136	VP	Y	0VP136	Personnel	3					Non-Aligned	[Stf][Pa]				Human	2 Biology Medical Programming Science	4	7	5	While this personnel is facing a dilemma, if you are about to lose command of one of your Genetically Enhanced personnel present, you may stop this personnel instead.
Elim Garak Agent of the Obsidian Order *VP	VP	STVP-EN137	VP	Y	0VP137	Personnel	2					Cardassian	[Cmd]				Cardassian	Exobiology Intelligence Programming Security Treachery	3	6	6	While this personnel is attempting a mission, you may discard a personnel from hand to give him one of the discarded personnel's skills until the end of that mission attempt.
Adopted Authority	US	ST2E-EN29001	V	N	29V001	Dilemma	3	D														Randomly select a personnel. Unless that personnel has an attribute<5, he or she and a second randomly selected personnel are stopped and this dilemma returns to its owner's dilemma pile. Otherwise, he or she is stopped.
Artificial Ability	US	ST2E-EN29002	V	N	29V002	Dilemma	2	D							Consume: 1.							Your opponent names an attribute (Integrity, Cunning, or Strength). Each personnel with that attribute>7 is stopped.
Cadet Review	US	ST2E-EN29003	V	N	29V003	Dilemma	3	S														Each personnel may use no more than one skill while facing this dilemma. Unless you have Engineer, Medical, Science, and Security or Diplomacy, Officer, Programming, and Transporters, your opponent chooses two [Stf] personnel to be stopped.
Challenging Revision	US	ST2E-EN29004	V	N	29V004	Dilemma	2	D														Your opponent names a card type. Each player reveals his or her hand, places all revealed cards of that type under his or her deck, and draws an equal number of cards. When this dilemma is overcome, if it was prevented, your opponent may choose one of your personnel involved in the mission attempt to be killed.
Identity Theft	US	ST2E-EN29005	V	N	29V005	Dilemma	4	D														Your opponent names a card. If you have one copy of that card in your discard pile, choose a personnel to be stopped. If you have a second copy of that card in your discard pile, randomly select a personnel to be killed. If you have a third copy of that card in your discard pile, all your personnel are stopped. 
Incorporeal Parasite	US	ST2E-EN29006	V	N	29V006	Dilemma	4	D														Your opponent names a number. If you have 4 or more personnel who have a cost equal to that number, choose one: randomly select two of those personnel to be killed; or all of those personnel are stopped. Otherwise, randomly select a personnel with a cost equal to that number to be stopped.
Inquest	US	ST2E-EN29007	V	N	29V007	Dilemma	3	S														Randomly select personnel until their total number of [SD] icons is 8 or more. Those personnel are stopped.
Soul Searching	US	ST2E-EN29008	V	N	29V008	Dilemma	3	S														Place this dilemma in your core. Randomly select a personnel and place him or her on this dilemma. At the start of your turn, you may place the personnel on this dilemma at your headquarters mission and place this dilemma under your non-headquarters mission. If you do, the dilemma's owner scores 5 points.
Staffing Shortage	US	ST2E-EN29009	V	N	29V009	Dilemma	3	S							Persistent.							Randomly select a personnel. Unless that personnel has 2 levels of a skill, that personnel is killed. Otherwise, he or she is stopped.
Stone-cold Bluff	US	ST2E-EN29010	V	N	29V010	Dilemma	0	D														Choose up to two personnel to be stopped. If no personnel were stopped by this dilemma, this dilemma returns to its owner's dilemma pile. If two personnel were stopped by this dilemma, return the next dilemma in the dilemma stack to its owner's dilemma pile.
Terminal Resignation	US	ST2E-EN29011	V	N	29V011	Dilemma	5	P														Choose a Commander that corresponds with your ship that is at this mission to be killed. If no personnel were killed by this dilemma, your opponent chooses two personnel to be stopped.
The Needs of the Few	US	ST2E-EN29012	V	N	29V012	Dilemma	2	S														Your opponent chooses an Engineer or Security personnel to be stopped. If you command a completed planet mission, that personnel is killed.
The Needs of the Many	US	ST2E-EN29013	V	N	29V013	Dilemma	4	D														Randomly select a personnel who has [Cmd] or Science to be killed. Then, reveal your hand and choose a personnel to be stopped for each interrupt revealed.
Tormented Dreams	US	ST2E-EN29014	V	N	29V014	Dilemma	2	D														For each of your other missions where you command unstopped personnel, your opponent chooses a personnel to be stopped. If no personnel were stopped by this dilemma, return it to its owner's dilemma pile.
Upstaged	US	ST2E-EN29015	V	N	29V015	Dilemma	3	D														Choose two personnel. While facing the next dilemma revealed during this mission attempt, those personnel cannot be selected and cannot use their abilities, attributes, or skills. 
War Games	US	ST2E-EN29016	V	N	29V016	Dilemma	4	D														Your opponent chooses one of his or her completed missions. Unless you have the skills needed to complete that mission, all your personnel are stopped.
Augmentation	US	ST2E-EN29017	V	Y	29V017	Event	0															To play this event, you must command a Genetically Enhanced personnel. Plays in your core. Name a personnel (except an Android or a Hologram). Each personnel you own with that card title gains Genetically Enhanced.
Coordinated Larceny	US	ST2E-EN29018	V	N	29V018	Event	3								Replicate - Discard a Thief personnel from hand.							Stop your two Thief personnel present together to take a card from your {Display of Wealth} and place it on top of its owner's deck. Destroy this event.
Display of Wealth	US	ST2E-EN29019	V	Y	29V019	Event	2															To play this event, you must command six Thief personnel. Plays in your core. At the start of your turn, if there are six cards on this event, score 5 points. When you are about to lose command of this event, you may place a card from this event in its owner's discard pile to prevent that. Order - Place a card you command but do not own on this event. (You no longer command that card.)
Ill-gotten Gains	US	ST2E-EN29020	V	Y	29V020	Event	1								Crime. 							To play this event, you must command a Thief personnel. Plays in your core. When you take command of a card you do not own, you may draw a card.
Indelicate Repairs	US	ST2E-EN29021	V	N	29V021	Event	1															Reveal your hand. If you revealed four or more cards, choose an opponent to choose two of those cards. You may discard the chosen cards to draw cards until you have seven cards in hand. Destroy this event.
Organized Crime	US	ST2E-EN29022	V	N	29V022	Event	2								Crime. 							To play this event, you must command six Thief personnel. Take command of an event that has no cards on it in an opponent's core. (Move that event to your core.) If that events costs 3 or more, that opponent scores 5 points. Destroy this event.
Portent	US	ST2E-EN29023	V	N	29V023	Event	2								Q. 							Plays in your core. When personnel that the player on your right commands begin a mission attempt, you may examine the top card of your dilemma pile, then place it on the top or bottom of your dilemma pile.
Security Precautions	US	ST2E-EN29024	V	N	29V024	Event	2								Decay: 2. 							Plays in your core. Players may only score points from non-headquarters missions. When a player scores points from a mission, he or she cannot score more than the printed value of that mission. At the start of your turn, place the top card of your deck on this event. When this event is destroyed, remove it from the game.
Tactical Advantage	US	ST2E-EN29025	V	Y	29V025	Event	1															Plays in your core. When you win an engagement involving your [Rom] ship, choose one (or choose two if the losing ship was [Fed]): return an event in an opponent's core to its owner's hand; examine an opponent's hand and choose a non-ship card to be discarded; or remove a card in an opponent's discard pile from the game.
To Rule in Hell	US	ST2E-EN29026	V	N	29V026	Event	1															To play this event, you cannot command a headquarters mission. Plays on your {Ceti Alpha V}. When a card instructs you to place a personnel on your headquarters mission, that personnel may be placed at this mission. When you command four completed [AQ] planet missions and have 120 or more points, you win the game. You may play [NA] Genetically Enhanced personnel and equipment at this mission.
Waken Superior Sleeper	US	ST2E-EN29027	V	N	29V027	Event	1															Choose one: download a [Pa] Genetically Enhanced personnel, or take a [Pa] Genetically Enhanced personnel from your discard pile and place him or her on the bottom of his or her owner's deck. Then, if you command {Khan Noonien Singh}, you may shuffle this event into your deck. Otherwise, destroy this event.
Ambitious Intellect	US	ST2E-EN29028	V	N	29V028	Interrupt	0															To play this interrupt, discard a Genetically Enhanced personnel from hand. When an opponent's dilemma is about to be returned to its owner's dilemma pile during your mission attempt, remove that dilemma from the game. Order - Place a captive you own on your headquarters mission.
Deleted Subroutines	US	ST2E-EN29029	V	N	29V029	Interrupt	0															When your Hologram is facing a dilemma, discard a card from hand to choose one: you may meet Integrity requirements of that dilemma with Cunning; or name a skill that Hologram has to make that Hologram and each Hologram present lose that skill until the end of the dilemma.
Left with No Choice	US	ST2E-EN29030	V	N	29V030	Interrupt	0															To play this interrupt, kill your non-[Voy] personnel aboard your {U.S.S. Equinox}. While your [Voy] Treachery personnel is facing a dilemma, take a Nucleogenic card from your discard pile into hand. Order - Take a [Voy] Treachery personnel from your discard pile and place him or her on top of his or her owner's deck.
Pooling Resources	US	ST2E-EN29031	V	N	29V031	Interrupt	0								Crime. 							Order - Download {Display of Wealth}. Order - Discard a Crime card from hand to randomly select a non-ship card from an opponent's hand and place it on your {Display of Wealth}.
Signs of Sentience	US	ST2E-EN29032	V	N	29V032	Interrupt	0															To play this interrupt, stop your Android and your non-Android present together. Order - Take an Android from your discard pile and place it on the bottom of its owner's deck. Order - Reveal your hand to destroy an event that costs less than the number of Androids revealed.
Ariannus Passage Loot Adrift Vessel	US	ST2E-EN29033	V	Y	29V033	Mission	0	S	3	40	A	Any affiliation (except [Fed]) may attempt this mission.						2 Acquisition, Biology, Engineer, 2 Treachery, and Cunning>38				When your personnel complete this mission, you may randomly select three non-ship cards from an opponent's hand and place them on your {Display of Wealth}.
B'omar Sovereignty Traverse Restricted Space	US	ST2E-EN29034	V	Y	29V034	Mission	0	S	4	35	D	Any affiliation (except [Bor]) may attempt this mission.						Astrometrics, 2 Diplomacy, Honor, Navigation, and Integrity>34				Plays may not play more than one copy of the same event or interrupt each turn.
Ceti Alpha V Forge Settlement	US	ST2E-EN29035	V	Y	29V035	Mission	0	P	2	35	A	[NA]						Biology, Geology, Leadership, Medical, and Cunning>34				Cards an opponent owns cannot prevent or destroy copies of {To Rule in Hell} you own. At the start of your turn, you may discard a card from hand to download {To Rule in Hell}.
Rigel X Locate Mysterious Contact	US	ST2E-EN29036	V	Y	29V036	Mission	0	P	2	35	A	Any affiliation (except [Bor]) may attempt this mission.						Anthropology, Diplomacy, Leadership, Security, and Cunning>34				When six or more personnel begin a mission attempt here, you may draw two cards. If you do, your opponent may draw one extra dilemma and spend one extra in total cost on dilemmas.
Torga IV Strained Negotiations	US	ST2E-EN29037	V	Y	29V037	Mission	0	P	2	35	G	[Dom] [Fed]						Anthropology, Diplomacy, Officer, and (Honor and Integrity>34 or Strength>34 and a Vorta)				When your personnel complete this mission, choose one: each player scores 5 points; or each player loses 5 points.
Brian Evethers	US	ST2E-EN29038	V	N	29V038	Personnel	1					Non-Aligned					Hologram	Anthropology Diplomacy Treachery	4	5	5	When you play this personnel, each player may look through his or her deck for an equipment, event, or interrupt. Reveal all such cards at the same time. Discard any cards whose card type was also revealed by another player. All remaining cards are placed in their owner's hand, then each player shuffles his or her deck.
Dala Con Artist	US	ST2E-EN29039	V	Y	29V039	Personnel	3					Non-Aligned	[Cmd]		Thief. 		Alien	Acquisition Diplomacy Leadership Officer Treachery	3	6	5	When this personnel is facing a dilemma, you may take a personnel on your {Display of Wealth} and place him or her in his or her owner's discard pile to make this personnel gain each skill that personnel has until the end of the dilemma.
Icheb Genetic Weapon	US	ST2E-EN29040	V	Y	29V040	Personnel	4					Non-Aligned	[Stf]				Borg	2 Astrometrics Biology Engineer Geology Physics	6	7	5	While you command but do not own this personnel, place all [Bor] personnel at this mission in their owner's discard pile.
Joaquin Superhuman Lieutenant	US	ST2E-EN29041	V	Y	29V041	Personnel	4					Non-Aligned	[Cmd][Pa]		Genetically Enhanced. 		Human	Anthropology Diplomacy Geology Officer Security	4	8	8	Order - If you do not command a ship and have completed {Ceti Alpha V}, you may take a ship from any player's discard pile and place it at this mission. You now command that ship (it becomes [NA].)
Kati	US	ST2E-EN29042	V	N	29V042	Personnel	4					Non-Aligned	[Stf][Pa]		Genetically Enhanced.		Human	Anthropology Exobiology Medical	4	8	7	When you play this personnel, if you command {Khan Noonien Singh}, she is cost -2.
Marla McGivers Superior Woman	US	ST2E-EN29043	V	Y	29V043	Personnel	3					Non-Aligned	[Stf][Pa]				Human	Anthropology Archaeology Programming Treachery	4	5	4	While you command {Khan Noonien Singh}, you may play this personnel at cost -1 to {Ceti Alpha V}. Order - Stop this personnel and your [Pa] Genetically Enhanced personnel present to draw a card.
McPherson	US	ST2E-EN29044	V	N	29V044	Personnel	4					Non-Aligned	[Stf][Pa]		Genetically Enhanced.		Human	Astrometrics Biology Science	4	7	8	When you play this personnel, if you command {Khan Noonien Singh}, he is cost -2.
Mobar	US	ST2E-EN29045	V	N	29V045	Personnel	2					Non-Aligned	[Stf]		Thief. 		Alien	Biology Law Programming Security	4	5	6	When you play this personnel, you may randomly select a non-ship card from an opponent's hand and place it on your {Display of Wealth}.
One One Efficiency Expert	US	ST2E-EN29046	V	Y	29V046	Personnel	1					Non-Aligned	[Stf]				Bynar	Engineer Programming	4	6	2	When you play this personnel, you may discard a random card from hand to download {Zero Zero}. When you spend 1 counter to draw a card, if this personnel is aboard your ship, you may stop this personnel and remove that card from the game to draw a card.
Otto	US	ST2E-EN29047	V	N	29V047	Personnel	4					Non-Aligned	[Stf][Pa]		Genetically Enhanced.		Human	Geology Physics Transporters	4	7	8	When you play this personnel, if you command {Khan Noonien Singh}, he is cost -2.
Sobi Felicium Dealer	US	ST2E-EN29048	V	Y	29V048	Personnel	3					Non-Aligned					Brekkian	Acquisition Engineer Medical Science	4	5	7	When you play this personnel, you may examine the top four cards of your deck. You may take one card into hand for each different Commodity in your core, then place the remaining cards on the bottom of your deck in any order.
T'Jon Felicium Addict	US	ST2E-EN29049	V	Y	29V049	Personnel	2					Non-Aligned					Ornaran		4	4	4	While you command {Felicium}, this personnel is Cunning +2 and Strength +2 and gains [Cmd], Acquisition, Leadership, and Navigation. While this personnel is facing a dilemma, you may stop him to take command of a {Felicium} you own in an opponent's core.
Udar "Smike"	US	ST2E-EN29050	V	Y	29V050	Personnel	2					Non-Aligned	[Pa]		Genetically Enhanced.		Human	Honor	7	5	5	While this personnel is on a planet or aboard a ship, you may play {Arik Soong} on that planet or ship. When this personnel is facing a dilemma, if your [NA] Genetically Enhanced personnel present is selected, you may replace him or her with this personnel.
Yuta Last of Her Line	US	ST2E-EN29051	V	Y	29V051	Personnel	3					Non-Aligned			Assassin. 		Acamarian	2 Anthropology Biology Science 2 Treachery	2	6	4	Order - Name a number and place this personnel in her owner's discard pile to kill an opponent's personnel present with total printed attributes equal to that number.
Zero Zero Efficiency Expert	US	ST2E-EN29052	V	Y	29V052	Personnel	1					Non-Aligned	[Stf]				Bynar	Engineer Programming	4	6	2	When you play this personnel, you may discard a random card from hand to download {One One}. When you have drawn dilemmas, if this personnel is aboard your ship, you may stop this personnel and remove a dilemma you have draw from the game to draw an additional dilemma.
Combat Vessel Heavily Armed	US	ST2E-EN29053	V	Y	29V053	Ship	5					Non-Aligned		[Cmd][Stf]		Combat Class			8	8	6	To staff this ship, you must have three Thief personnel aboard. Order - If this ship is staffed and at an opponent's mission, discard a Crime card from hand to take an equipment, event, or interrupt from that opponent's discard pile and place it on your {Display of Wealth}.
Translocation Raider	US	ST2E-EN29054	V	N	29V054	Ship	4					Non-Aligned		[Stf][Stf]		Unknown Class			6	5	5	When an engagement involving your ship with your Thief aboard begins at this mission, you may discard a Crime card from hand to have this ship join that engagement. When you win an engagement involving this ship, you may randomly select a non-ship card from the loser's hand and place it on your {Display of Wealth}.
Khan Noonien Singh Bold Man *VP	VP	STVP-EN138	VP	Y	0VP138	Personnel	3					Non-Aligned	[Cmd][Pa]		Genetically Enhanced. 		Human	Engineer Programming 2 Treachery	2	8	8	This personnel is the corresponding Commander of your unique ship that he is aboard.
Artificial Ability *VP	VP	STVP-EN139	VP	N	0VP139	Dilemma	2	D							Consume: 1.							Your opponent names an attribute (Integrity, Cunning, or Strength). Each personnel with that attribute>7 is stopped.
Julian Bashir Rebel Captain *VP	VP	STVP-EN140	VP	Y	0VP140	Personnel	6					Non-Aligned	[Cmd][AU]		Genetically Enhanced. 		Human	Biology Exobiology Leadership Medical Officer Science	4	8	6	When you play this personnel, choose an opponent. For each headquarters mission he or she commands, this personnel is cost -3.
Sylvia *VP	VP	STVP-EN141	VP	N	0VP141	Dilemma	8	P														For each event your opponent commands in his or her core, this dilemma is cost -1 (-2 for each Decay event). Unless you have 2 Leadership, Officer, Security, and Cunning>38 or 2 Engineer, Programming, and 2 Science, randomly select two personnel to be placed in your opponent's brig.
Unbelievable Emergency *VP	VP	STVP-EN142	VP	N	0VP142	Dilemma	4	S														Your opponent names a skill. For each headquarters mission you command, randomly select two personnel to be stopped. If either of those personnel that is selected has the named skill, kill that personnel instead.
Mission Accomplished *VP	VP	STVP-EN143	VP	N	0VP143	Event	2															Plays in your core.  When you complete a mission, if you command a staffed ship at that mission with its Commander aboard, score 5 points.
The New Resistance *VP	VP	STVP-EN144	VP	N	0VP144	Event	3															To play this event, your opponent must command a ship at a non-headquarters mission.  Plays in your core.  When you play a Dissident personnel, you may reveal the top card of your deck.  If it is a Dissident, you may play him or her at cost -3.
The Central Command *VP	VP	STVP-EN145	VP	N	0VP145	Interrupt	0															When any number of your [Car] Officer and/or [Car] Treachery personnel are about to be stopped by a dilemma, discard the top three cards of your deck to prevent that.
Bareil Antos Esteemed Vedek *VP	VP	STVP-EN146	VP	Y	0VP146	Personnel	5					Bajoran			Vedek. 		Bajoran	Anthropology Biology 2 Diplomacy 2 Honor Leadership Science	8	6	5	Each of your other [Baj] personnel present is Integrity +1 (or +2 while facing a dilemma).
Data Lucasian Chair *VP	VP	STVP-EN147	VP	Y	0VP147	Personnel	5					Federation	[Stf][TNG][Fut]				Android	2 Astrometrics Engineer Exobiology Physics Programming 2 Science	6	10	10	When you play this personnel, if you have completed a mission requiring Diplomacy or Leadership, he is cost -4.
Jean-Luc Picard Galen *VP	VP	STVP-EN148	VP	Y	0VP148	Personnel	3					Non-Aligned	[Cmd]		Commander: Fortune. Thief. 		Human	Anthropology Archaeology Leadership Science	6	6	6	While an artifact is in your discard pile, each of your Smuggler personnel and Thief personnel is attributes +1.
Silik Chameleon *VP	VP	STVP-EN149	VP	Y	0VP149	Personnel	4					Non-Aligned	[Stf][Pa]		Genetically Enhanced. Shape-shifter. 		Suliban	Exobiology Navigation Transporters Treachery	3	6	6	While this personnel is facing a dilemma, you may discard a random card from hand to make him gain a skill that is required by that dilemma until the end of this turn.  You may do this only once each turn.
The Dal'Rok *VP	VP	STVP-EN150	VP	N	0VP150	Dilemma	3	D														Unless your personnel have a total cost>17, for each headquarters mission you command, randomly select a personnel to be killed and this dilemma returns to its owner's dilemma pile.
Opaka Healer *VP	VP	STVP-EN154	VP	Y	0VP154	Personnel	5					Bajoran	[DS9]		Kai. 		Bajoran	2 Anthropology 2 Diplomacy 2 Honor 2 Leadership	10	7	2	While this personnel is attempting a [GQ] mission, each Kai, Prylar, and Vedek at that mission may meet Cunning and Strength requirements of that mission using Integrity.
Chained Environment	RtG	STVE-EN30001	V	N	30V001	Dilemma	4	P														Unless you have 2 Diplomacy and 2 Geology or Cunning>36, all your personnel are stopped and, if there are no other dilemmas on this mission, place this dilemma on this mission. Add Science to each of this mission's requirements. 
Chula: The Game	RtG	STVE-EN30002ab	V	N	30V002	Dilemma	0	D														Place this dilemma on this mission. When your personnel are about to face a dilemma whose title begins with "Chula" here, randomly select one of your personnel attempting this mission to be stopped. When your personnel complete this mission, this dilemma is overcome.
Chula: Trickery	RtG	STVE-EN30003	V	N	30V003	Dilemma	2	D														Randomly select three personnel. Unless those personnel have 2 Officer or twelve different skills, all three are stopped.
Discommendation	RtG	STVE-EN30004	V	N	30V004	Dilemma	2	D														Randomly select three personnel. If any of those personnel is a [Kli] personnel, they are all stopped. Otherwise, choose one of those personnel to be stopped.
Legal Inflexibility	RtG	STVE-EN30005	V	N	30V005	Dilemma	3	P														Unless you have 2 Transporters and Strength>32 or Law and Cunning>32, all your personnel are stopped. When this dilemma is overcome, if it was prevented, your opponent may choose one of your personnel involved in the mission attempt to be placed in your opponent's brig.
Nonlinear Existence	RtG	STVE-EN30006	V	N	30V006	Dilemma	2	S														Your opponent chooses a card in his or her discard pile. Unless you discard a card from hand of the same card type, randomly select a personnel to be stopped and this dilemma returns to its owner's dilemma pile.
Pawn Against Pawn	RtG	STVE-EN30007	V	N	30V007	Dilemma	4	D														Your opponent returns a random personnel in his or her discard pile to his or her owner's hand. Unless you have the skills on that personnel, all your personnel are stopped.
"Rapid Progress"	RtG	STVE-EN30008	V	N	30V008	Dilemma	3	D														Your opponent removes any number of cards from his or her discard pile from the game and names a different skill (except Acquisition, Intelligence, Law, or Telepathy) for each different card type removed. Unless you have those skills, all your personnel are stopped.
Rejecting the Past	RtG	STVE-EN30009	V	N	30V009	Dilemma	0	D														This dilemma is cost +1 for each card in opponent's discard pile (limit 6). Randomly select two personnel to be stopped. 
The Nth Degree	RtG	STVE-EN30010	V	N	30V010	Dilemma	4	S														Unless you have 2 Engineer and 2 Leadership or Cunning>36, all your personnel are stopped and, if there are no other dilemmas on this mission, place this dilemma on this mission. Add Science to each of this mission's requirements.
Orb of Contemplation	RtG	STVE-EN30011	V	Y	30V011	Equipment	2								Artifact. Orb.							When your personnel present is about to be stopped or killed by a dilemma, if you have a copy of him or her in your discard pile, you may return this equipment to its owner's hand to prevent that.
Orb of Prophecy and Change	RtG	STVE-EN30012	V	Y	30V012	Equipment	2								Artifact. Orb.							When your personnel present begin a mission attempt, you may exchange a personnel present with a personnel of the same affiliation in your discard pile if both of them could be played at the same headquarters mission you command. You may do this only once each turn.
Orb of Time	RtG	STVE-EN30013	V	Y	30V013	Equipment	2															When your personnel present is facing a dilemma with a cost of 3 or more that does not require a skill, you may destroy this equipment to place the top card of the opponent on your left's dilemma pile beneath this mission.
Clandestine Kidnapping	RtG	STVE-EN30014	V	N	30V014	Event	2															To play this event, you must command three [Dom] personnel. Choose a personnel in an opponent's discard pile that he or she does not command. Place that personnel in your brig. (That personnel's owner now commands him or her.) Remove this event from the game.
Cutting the Strings	RtG	STVE-EN30015	V	N	30V015	Event	2															To play this event, you must command {Bajor}. Choose one: destroy an event on your mission; or return a dilemma on your mission to its owner's dilemma pile. Destroy this event.
Planned Provocation	RtG	STVE-EN30016	V	N	30V016	Event	1															To play this event, you must command three [Rom] personnel. Choose an opponent to discard the top card of his or her deck. If that card was an event or an interrupt, you may draw a card. Destroy this event.
Self-Replicating Roadblock	RtG	STVE-EN30017	V	N	30V017	Event	2															Plays on your non-headquarters mission (limit one per mission). When you play this event, name a dilemma or an event. The named event cannot be played on this mission. When the named dilemma is revealed here, return it to its owner's dilemma pile.
Spiritual Exploration	RtG	STVE-EN30018	V	N	30V018	Event	2															To play this event, you must command three [Baj] personnel. Plays in your core. When you place a [Baj] personnel from your discard pile at your {Bajor}, you may destroy this event to place an additional [Baj] personnel from your discard pile at your Bajor.
Swift Justice	RtG	STVE-EN30019	V	N	30V019	Event	2															To play this event, you must command {Cardassia Prime} and no other headquarters missions. Plays in your core. When you play a Capture card, you may draw two cards, then discard a card from hand. You may do this only once each turn.
Trap Is Sprung	RtG	STVE-EN30020	V	N	30V020	Event	2															To play this event, you must command three [Car] personnel. Plays on an opponent's mission with no dilemmas beneath it. When an opponent's personnel begin a mission attempt here, you may destroy this event to randomly select one of those personnel to be placed in your brig.
Accession	RtG	STVE-EN30021	V	N	30V021	Interrupt	0															To play this interrupt, you must command six [Baj] personnel. When your Anthropology personnel begins a mission attempt, take a [Baj] personnel you do not command from your discard pile and place him or her present with that Anthropology personnel. (You now command him or her.) That personnel joins the mission attempt. Remove this interrupt from the game.
Leap of Faith	RtG	STVE-EN30022	V	N	30V022	Interrupt	0															When your Kai, Prylar, or Vedek is randomly selected by a dilemma, if the cost of that dilemma is less than the cost of that personnel, he or she cannot be stopped by dilemmas until the end of this turn.
