Name	Set	ImageFile	Rarity	Unique	CollectorsInfo	Type	Cost	Mission/DilemmaType	Span	Points	Quadrant	Affiliation	Icons	Staff	Keywords	Class	Species	Skills	Integrity/Range	Cunning/Weapons	Strength/Shields	Text
Personal Transport	SW	ST2E-EN07119	C	N	7C119	Ship	4					Ferengi		[Stf][Stf]		Na'Far Class			7	5	6	
Clandestine Agent	SW	ST2E-EN07037	C	N	7C037	Interrupt	0															When your Founder is attempting a mission, if your Infiltrator is present with an opponent's personnel, that Founder gains a skill of your choice until the end of this turn.
Reinforcement Drone	SW	ST2E-EN07057	U	N	7U057	Personnel	1					Borg	[Stf]		Drone. 		Borg	Anthropology Archaeology Geology	5	5	5	You may play this personnel at cost +1 where you have three [Bor] personnel present together.
Sonchi	SW	ST2E-EN07031	C	N	7C031	Event	2															Plays in your core.  When you play an Anthropology Klingon, you may destroy this event to remove an event in an opponent's core from the game.
Quarrel	SW	ST2E-EN07012	C	N	7C012	Dilemma	2	D														Randomly select two personnel.  Unless they have Integrity>11 or Cunning>11, both are stopped.
Rule of Acquisition #22	SW	ST2E-EN07026	C	N	7C026	Event	2								Rule. 							To play this event, you must command three [Fer] personnel.  Plays in your core.  At the start of each of your turns, you may discard three cards from hand to spend 3 additional counters this turn.
Vedek Assembly	SW	ST2E-EN07034ab	U	N	7U034	Event	2															For each Vedek you command, take a card from your discard pile and place it on the bottom of your deck.  Remove this event from the game.
Holodeck Grid	SW	ST2E-EN07021	U	N	7U021	Event	2															Plays in your core.  You may play Holograms aboard your ship if both of them could be played at the same headquarters mission you command.
Bruce Maddox Chair of Robotics	SW	ST2E-EN07063	C	Y	7C063	Personnel	2					Federation	[Stf][TNG]				Human	Engineer Officer Programming	4	6	5	While this personnel is present with an Android, he is attributes +1 and gains Exobiology and Science.
Provoked Attack	SW	ST2E-EN07023	R	N	7R023	Event	3								Capture. Maneuver. 							Plays in your core.  Order - Destroy this event to begin an engagement involving your ship with your Gul aboard.  That ship is Weapons +2.  If you win, you may name a skill and randomly select an opponent's personnel involved who has that skill to place in your brig.
Temporal Incursion	SW	ST2E-EN07032	R	N	7R032	Event	3								Temporal. 							Plays in your core.  When the player on your right begins a mission attempt, you may flip your dilemma pile over to draw an extra dilemma.  (Cards that were face up on the bottom of your dilemma pile become face down on the top.)
Transport Delegations	SW	ST2E-EN07052ab	U	Y	7U052	Mission	0	P	2	35	A	Any affiliation (except [Bor]) may attempt this mission.						Anthropology, 2 Diplomacy, Leadership, and Integrity>31				
Arridor "Great Sage"	SW	ST2E-EN07070	R	Y	7R070	Personnel	3					Ferengi	[Cmd]				Ferengi	Acquisition Anthropology Exobiology Leadership Medical Physics Treachery	3	6	4	When you begin a mission attempt involving this personnel, you may reveal the top card of your deck.  If it is a personnel, make this personnel gain all of the revealed personnel's skills until the end of that mission attempt.
Borts	SW	ST2E-EN07073	C	N	7C073	Personnel	1					Ferengi	[Stf]				Ferengi	Exobiology Medical Programming Treachery	3	5	4	
Goss Direct Negotiator	SW	ST2E-EN07075	C	Y	7C075	Personnel	2					Ferengi	[Cmd]				Ferengi	Acquisition Medical Officer Treachery	3	5	5	While you have six or more cards in hand, this personnel gains Diplomacy, Transporters, and Treachery.
Brinkmanship	SW	ST2E-EN07018	R	N	7R018	Event	2															Plays in your core.  While your [Rom] Diplomacy personnel is facing a dilemma, you may discard a card from hand to meet that dilemma's Integrity requirements using Cunning instead.
Kassem Stern Operative	SW	ST2E-EN07112	U	Y	7U112	Personnel	4					Romulan	[Stf]				Romulan	Intelligence Medical Officer Treachery	4	6	5	When this personnel uses a skill to complete a non-[Rom] mission, score 5 points.  You may do this only once each turn.
Spock Celebrated Ambassador	SW	ST2E-EN07113	R	Y	7R113	Personnel	4					Romulan	[Cmd]		Dissident. 		Human/Vulcan	Archaeology 2 Diplomacy Honor Science	8	8	6	While this personnel is present with a Dissident, each of your Romulan personnel present is attributes +1.
Lenaris Holem Bold Veteran	SW	ST2E-EN07055	U	Y	7U055	Personnel	3					Bajoran	[Cmd]		Bajoran Resistance. 		Bajoran	Honor Leadership Officer	6	5	6	While this personnel is facing a dilemma, if you have ten or more cards in your discard pile, you may meet Cunning and Strength requirements of that dilemma using Integrity instead.
Kira Nerys Pious Major	SW	ST2E-EN07054	U	Y	7U054	Personnel	4					Bajoran	[Cmd]				Bajoran	Anthropology Diplomacy Leadership Navigation	6	6	6	When this personnel uses a skill to complete a [Baj] mission, score 5 points.  You may do this only once each turn.
Charged-Particle Precipitation	SW	ST2E-EN07001	U	N	7U001	Dilemma	2	P							Consume: 1. 							The personnel who has the fewest [SD] icons is stopped.  If that personnel does not have at least four [SD] icons, he or she is killed instead.
E.M.H. Program	SW	ST2E-EN07066	C	N	7C066	Personnel	1					Federation	[E]				Hologram	Biology Exobiology Medical	5	6	4	
Omet'iklan Steely Disciplinarian	SW	ST2E-EN07062	R	Y	7R062	Personnel	3					Dominion	[Cmd]				Jem'Hadar	Biology Geology Leadership Officer	6	6	9	When you lose 5 points, you may place two of your Jem'Hadar present in their owner's discard pile to score 5 points.  You may do this only once per turn.
Financial Pitfall	SW	ST2E-EN07005	U	N	7U005	Dilemma	2	D							Consume: 1. 							Unless you have 3 Acquisition or Cunning>35, all your personnel are stopped and this dilemma returns to its owner's dilemma pile.
Proximity-Actuated Field	SW	ST2E-EN07010	R	N	7R010	Dilemma	3	D														Unless you have Biology and 2 Security or 2 Physics and Cunning>35, randomly select a personnel to be stopped and your opponent may move up to two dilemmas from beneath one of your missions to another of your non-headquarters missions.
Stay Where Thou Art	SW	ST2E-EN07014	U	N	7U014	Dilemma	3	D														Unless you have Cunning>40 or a personnel who has both Diplomacy and Integrity>7, randomly select three personnel.  They cannot use their skills during this mission attempt.
Ferengi Computer	SW	ST2E-EN07016	U	N	7U016	Equipment	2															When a [Fer] personnel present is about to be stopped by a dilemma, you may place this equipment beneath your Ferenginar to prevent that.
Exceed Engine Output	SW	ST2E-EN07020	R	N	7R020	Event	0								Maneuver. Pursuit. 							Plays in your core. Order - Move your ship with your Engineer aboard to a space mission, then place this event on that ship. Damage - This ship is Weapons -2 and Shields -2.
Recover Components	SW	ST2E-EN07024	C	N	7C024	Event	1															To play this event, you must command three [Bor] personnel.  Take a personnel you own from your discard pile and place it on the top of your deck.  Place this event on the bottom of your deck.
Rule of Acquisition #76	SW	ST2E-EN07027	C	N	7C027	Event	0								Rule. 							To play this event, you must command three [Fer] personnel.  Plays in your core.  Order - Return a Rule to its owner's hand.
Seeing Double	SW	ST2E-EN07030	C	N	7C030	Event	2								Morph. 							Choose one: Place your Founder from your headquarters mission aboard a ship; or exchange any number of your [Dom] personnel at your headquarters mission with an equal number of your personnel aboard a ship.  Destroy this event.
Ascertain	SW	ST2E-EN07036	R	N	7R036	Interrupt	0															When your Drone is facing a dilemma, discard a card from hand and stop that Drone to replace all levels of any one skill in that dilemma's requirements with 2 Programming.
Clear Ultimatum	SW	ST2E-EN07038	C	N	7C038	Interrupt	0															To play this interrupt, you must command three [Rom] personnel.  Order - Examine an opponent's hand.  Choose an event or interrupt revealed.  That opponent discards it.
Cluttering Irrelevancies	SW	ST2E-EN07039ab	U	N	7U039	Interrupt	0															When your Hologram is facing a dilemma, name a skill.  That Hologram gains that skill and is attributes +2 until the end of that dilemma.  At the end of this mission attempt, return that Hologram to its owner's hand.
Impromptu Prison	SW	ST2E-EN07041	C	N	7C041	Interrupt	0															When an opponent's personnel becomes stopped by a dilemma, you may discard two cards from hand to randomly select another personnel present to be stopped.
Means of Control	SW	ST2E-EN07042	U	N	7U042	Interrupt	0								Punishment. 							To play this interrupt, you must have a captive.  When your [Car] personnel is attempting a mission, he or she is attributes +2 and gains all skills from that captive until the end of this turn.
Swagger	SW	ST2E-EN07043	C	N	7C043	Interrupt	0															To play this interrupt, you must command three [Car] personnel. Order - Discard two cards from hand to destroy an event in an opponent's core that costs 3 or less.
Veiled Threat	SW	ST2E-EN07044	U	N	7U044	Interrupt	0															To play this interrupt, you must command three [Fer] personnel.  When your [Fer] personnel is facing a dilemma, make him or her attributes +2 until the end of the mission attempt for each of these categories in which you have more than any of your opponents: cards in hand, events in core, and incomplete non-headquarters missions.
Advanced Battle Simulation	SW	ST2E-EN07045	U	Y	7U045	Mission	0	S	3	35	A	Any affiliation (except [Bor]) may attempt this mission.						2 Leadership, Cunning>33, and (Engineer and Programming or Navigation and Security)				When you play a Manuever event, if you have completed this mission, that event's cost is -1.
Advanced Combat Training	SW	ST2E-EN07046	U	Y	7U046	Mission	0	P	2	35	A	Any affiliation (except [Bor]) may attempt this mission.						Leadership, Medical, Officer, Security, and Strength>34				When you play an Assault event, if you have completed this mission, that event's cost is -1.
Obtain Vaccine	SW	ST2E-EN07050	U	Y	7U050	Mission	0	P	2	30	A	[Fed]						Diplomacy, Honor, Security, and Cunning>30				Any affiliation may attempt and complete this mission with these requirements: Biology, Leadership, Security, Treachery, and Strength>32.
The Last Outpost	SW	ST2E-EN07053	U	Y	7U053	Mission	0	P	2	35	A	[Fed] [Fer] [NA]						Acquisition, Security, 2 Treachery, and Cunning>36 or 2 Diplomacy, Leadership, Officer, and Integrity>31				
Dejar Cunning Saboteur	SW	ST2E-EN07058	U	Y	7U058	Personnel	4					Cardassian	[Stf]				Cardassian	Engineer Intelligence Science Treachery	4	6	5	When this personnel uses her Intelligence to complete a mission, score 5 points.
Tekeny Ghemor Prominent Official	SW	ST2E-EN07059	R	Y	7R059	Personnel	3					Cardassian	[Cmd]		Dissident. Legate. 		Cardassian	Diplomacy Engineer Honor Law Leadership Programming Transporters	7	6	5	When you play this personnel, discard a card from hand.  When this personnel is about to be stopped by a dilemma, you may stop your Dissident present instead.
Duran'Adar Attentive Sixth	SW	ST2E-EN07060	U	Y	7U060	Personnel	4					Dominion	[Stf]		Alpha. 		Jem'Hadar	Engineer Programming Security	6	5	7	When this personnel uses a skill to complete an [AQ] mission, score 5 points.  You may do this only once each turn.
Goran'Agar Trusted Commander	SW	ST2E-EN07061	R	Y	7R061	Personnel	5					Dominion	[Cmd]				Jem'Hadar	Honor Leadership Officer Physics	7	5	9	While this personnel is facing a dilemma, each of your Jem'Hadar present is Cunning +1  Order - Stop one of your Jem'Hadar present to draw a card.  You may only do this once each turn.
Daneeka Reassuring Physician	SW	ST2E-EN07064	U	Y	7U064	Personnel	4					Federation	[Stf][TNG]				Human	Anthropology Biology Medical Science	6	5	5	When this personnel uses Biology to complete a mission, score 5 points.
Michael Eddington Loyal Leader	SW	ST2E-EN07068ab	C	Y	7C068	Personnel	2					Federation	[Cmd][Maq]				Human	Navigation Programming Security	4	6	6	While this personnel is attempting a mission, you may make him attributes +3 and gain Honor and Leadership until the end of this mission attempt.  If you do, he is killed at the end of this turn.  You may do this only once each turn.
Birta "Helpful" DaiMon	SW	ST2E-EN07071	U	Y	7U071	Personnel	2					Ferengi	[Cmd]				Ferengi	Diplomacy Law Navigation Security	5	6	5	When you play an Acquisition personnel at this mission, you may examine the top card of your deck, then place it on the top or bottom of your deck.
Bok Vengeful DaiMon	SW	ST2E-EN07072	U	Y	7U072	Personnel	2					Ferengi	[Cmd]		Commander:  Kurdon . 		Ferengi	Biology Engineer Officer 2 Treachery	2	6	5	While you command an event that has a higher cost than every other opponent's event, this personnel is attributes +1 and gains Programming.
Gozar	SW	ST2E-EN07076	C	N	7C076	Personnel	2					Ferengi	[Cmd]				Ferengi	Acquisition Archaeology Leadership Navigation Officer Treachery	3	5	5	
Ishka Moogie	SW	ST2E-EN07077	R	Y	7R077	Personnel	2					Ferengi					Ferengi	2 Acquisition Biology Honor	6	6	3	Order - Examine the top card of your deck and exchange it with a card beneath your Ferenginar.
Kazago First Officer	SW	ST2E-EN07078	R	Y	7R078	Personnel	3					Ferengi	[Cmd]				Ferengi	Archaeology Engineer Honor Navigation Officer	6	4	4	For each card beneath your Ferenginar, this personnel is attributes +1 (limit +3).
Krunk	SW	ST2E-EN07080	C	N	7C080	Personnel	1					Ferengi	[Stf]				Ferengi	Engineer Physics Transporters	4	5	6	
Leck Eliminator	SW	ST2E-EN07081	R	Y	7R081	Personnel	2					Ferengi	[Stf]		Assassin. 		Ferengi	Biology Exobiology Security 2 Treachery	2	6	6	Order - Discard any number of cards from hand and return this personnel to his owner's hand to randomly kill an opponent's personnel present whose cost equals the number of cards you discarded.
Lurin Renegade DaiMon	SW	ST2E-EN07083	R	Y	7R083	Personnel	3					Ferengi	[Cmd]				Ferengi	Acquisition Geology Leadership Officer Transporters 2 Treachery	2	6	6	At the start of each of your turns, you may discard a ship or equipment from hand to spend 2 additional counters this turn.
Lwaxana Troi Telepathic Asset	SW	ST2E-EN07084	U	Y	7U084	Personnel	2					Ferengi					Betazoid	Diplomacy Telepathy	6	6	3	Order - One of your [Fer] Leadership personnel present gains any skill.  This effect lasts until this order is executed again.
Maihar'du Silent Servant	SW	ST2E-EN07085	U	Y	7U085	Personnel	3					Ferengi					Hupyrian	Exobiology Honor Navigation Security	7	5	7	Order - Stop your [Fer] Leadership personnel present to take a card from beneath your Ferenginar into hand.
Mordoc	SW	ST2E-EN07086	C	N	7C086	Personnel	1					Ferengi					Ferengi	Astrometrics Security Treachery	3	5	6	While you have more cards in hand than any of your opponents, this personnel is attributes +1 and gains Transporters.
Nava	SW	ST2E-EN07087	U	N	7U087	Personnel	2					Ferengi					Ferengi	Acquisition Anthropology Geology Science Treachery	3	5	4	When you play this personnel, you may take a card from beneath your Ferenginar into hand.
Quark True Ferengi	SW	ST2E-EN07089	R	Y	7R089	Personnel	4					Ferengi	[DS9]				Ferengi	Acquisition Anthropology Diplomacy Programming Treachery	4	6	4	When you play this personnel, you may download a card and place that card beneath your Ferenginar.  This personnel is Cunning +1 for each Rule you command that has a different card title.
Skron	SW	ST2E-EN07091	C	N	7C091	Personnel	1					Ferengi					Ferengi	Acquisition Diplomacy Law Programming	4	5	4	
Sovak Treasure Hunter	SW	ST2E-EN07092	R	Y	7R092	Personnel	2					Ferengi	[Stf]				Ferengi	Acquisition Archaeology Programming Science Treachery	3	6	5	Order - Discard a card from hand to examine a number of cards from the top of your deck equal to the discarded card's cost, then replace them in any order.
Taar Bristling DaiMon	SW	ST2E-EN07093	R	Y	7R093	Personnel	3					Ferengi					Ferengi	Acquisition Astrometrics Engineer Officer Treachery	3	5	6	This personnel is attributes +2 for each of these categories in which you have more than any of your opponents: cards in hand, events in core, and points scored.
Zek The Grand Nagus	SW	ST2E-EN07094	R	Y	7R094	Personnel	3					Ferengi			Commander:  Aurulent . 		Ferengi	2 Acquisition Diplomacy Law 2 Leadership	4	7	2	Order - Stop this card to reveal the top card of your deck.  If it is a [Fer] personnel, draw it; otherwise, place it beneath your Ferenginar.
Jean-Luc Picard Worf's cha'Dich	SW	ST2E-EN07095	R	Y	7R095	Personnel	4					Klingon	[Cmd]				Human	Diplomacy Honor Law Security	8	6	6	When your Klingon personnel present is selected by a dilemma, you may replace him or her with this personnel.
K'Ehleyr Diplomatic Advisor	SW	ST2E-EN07096	U	Y	7U096	Personnel	4					Klingon					Human/Klingon	Anthropology Diplomacy Honor Law	6	5	6	When this personnel uses her Diplomacy to complete a mission, score 5 points.
Aikido	SW	ST2E-EN07097	C	N	7C097	Personnel	2					Non-Aligned					Hologram	Honor Physics Security	5	5	7	When a non-Hologram personnel present is randomly selected by a dilemma, you may make that personnel Strength +1 until the end of that dilemma.
Calisthenics Opponent	SW	ST2E-EN07099	U	N	7U099	Personnel	2					Non-Aligned					Hologram	Anthropology Geology Security	5	5	5	This personnel is attributes +1 for each of your Security personnel present.
Ira Graves Noted Molecular Cyberneticist	SW	ST2E-EN07101	R	Y	7R101	Personnel	4					Non-Aligned					Human	Biology Engineer Exobiology 2 Programming Treachery	3	7	3	When this personnel or your Android present is about to be stopped or killed by a dilemma, you may discard an Android from hand to prevent that.  You may do this only once each turn.
Kivas Fajo Collector	SW	ST2E-EN07102	R	Y	7R102	Personnel	3					Non-Aligned	[Cmd]		Commander:   Jovis. Thief. 		Zibalian	2 Acquisition Archaeology Exobiology Science 2 Treachery	2	6	5	While this personnel is facing a dilemma, you may meet Diplomacy and Honor requirements of that dilemma using Acquisition instead.
Minuet Jazz Lover	SW	ST2E-EN07103	C	Y	7C103	Personnel	1					Non-Aligned					Hologram	Anthropology Exobiology	5	5	4	When this personnel is facing a dilemma, you may stop a non-Hologram personnel present to make this personnel attributes +1 and gain Programming and Security.  These effects last until the end of the mission attempt.
Ruk Old One Servitor	SW	ST2E-EN07106	C	Y	7C106	Personnel	4					Non-Aligned	[Stf][Pa]				Android	Exobiology Geology Security	4	9	10	When you play this personnel, each Android you command is attributes +1 until end of turn.
Sigmund Freud Father of Psychoanalysis	SW	ST2E-EN07107	C	Y	7C107	Personnel	1					Non-Aligned					Hologram	Anthropology Biology Medical	6	7	3	
Tolian Soran Renegade Scientist	SW	ST2E-EN07109	R	Y	7R109	Personnel	0					Non-Aligned	[Stf]				El-Aurian	Astrometrics Engineer 2 Physics Programming Transporters 2 Treachery	1	7	6	When this personnel uses a skill, randomly stop one of your personnel present.
Varria Lavishly Rewarded Aide	SW	ST2E-EN07110	C	Y	7C110	Personnel	2					Non-Aligned	[Stf]				Alien	Geology Honor Navigation Security Transporters	6	5	6	
Tebok Posturing Commander	SW	ST2E-EN07114	C	Y	7C114	Personnel	2					Romulan	[Cmd]				Romulan	Astrometrics Diplomacy Navigation Officer	4	6	7	You may play this personnel at cost +1 to reveal the top three cards of an opponent's deck and replace them in any order.
Audit's Spoils	SW	ST2E-EN07115	U	Y	7U115	Ship	5					Ferengi		[Stf][Stf]		Na'Far Class			7	5	6	When you begin a mission attempt involving this ship, you may take a card from beneath your Ferenginar into hand.  You may do this only once each turn.
Kurdon	SW	ST2E-EN07118	R	Y	7R118	Ship	6					Ferengi		[Cmd][Cmd][Stf][Stf]		D'Kora Class			8	9	7	While your personnel are attempting a space mission that requires Acquisition or Treachery, each [Fer] personnel aboard this ship is Cunning +1.
Devoras	SW	ST2E-EN07120	R	Y	7R120	Ship	6					Romulan		[Cmd][Stf][Stf][Stf]	Cloaking Device. 	D'deridex Class			7	9	9	When an opponent's personnel is killed, if this ship is at the same mission, you may place a [Rom] personnel from hand who has the same cost aboard this ship.
Borg Queen The One Who Is Many *AP	AP	ST2E-EN0AP03	AP	Y	0AP003	Personnel	2					Borg	[Cmd]				Borg	Diplomacy 2 Leadership Treachery	4	8	6	
Shinzon Reman Leader *AP	AP	ST2E-EN0AP04	AP	Y	0AP004	Personnel	2					Romulan	[Cmd]				Human	Geology Leadership Officer Security 2 Treachery	1	6	6	
Reman Subterfuge	BG	ST2E08038	R	Y	8R038	Event	3															To play this event, you must command three [Rom] personnel.  Plays in your core.  At the start of each opponent's Execute Orders segment, that player must discard a card from hand.
First-hand Experience	BG	ST2E08034	C	N	8C034	Event	2															To play this event, you must command three [SF] personnel.  Plays in your core.  When you are about to discard a card from hand, you may discard the top card of your deck instead.  When you are about to discard the top card of your deck, you may discard a card from hand instead.
Phlox Alien Physiologist	BG	ST2E08111	R	Y	8R111	Personnel	3					Starfleet	[Stf][Pa]				Denobulan	Biology Exobiology Medical Physics Science	6	6	5	When your personnel present is about to be killed, you may stop this personnel to prevent that and place that personnel on your headquarters where he or she could be played.
Jeremy Lucas Phlox's Colleague	BG	ST2E08105	U	Y	8U105	Personnel	3					Starfleet	[Pa]				Human	Biology 2 Medical Science	5	7	5	When your personnel present is about to be killed, you may discard a random card from hand and choose one of your other personnel present to be killed to prevent that.
Traverse Ion Storm	BG	ST2E08061	U	Y	8U061	Mission	0	S	3	40	A	Any affiliation may attempt this mission.						Astrometrics, Cunning>40, and (Biology and Science or Intelligence and Treachery)				When you score points for completing this mission, lose 5 points for each other mission that has already been completed.
Navigate Minefield	BG	ST2E08058	U	Y	8U058	Mission	0	S	3	30	A	[SF]						Diplomacy, Engineer, Navigation and Cunning>28				When you attempt this mission, if it has no dilemmas beneath it, your opponent may download a Damage card and place it on your ship.
Investigate Stalled Ship	BG	ST2E08057	U	Y	8U057	Mission	0	S	4	35	A	[SF]						2 Astrometrics, 2 Science, and Cunning>34 or 2 Diplomacy, 2 Officer, and Integrity>32				Any affiliation may attempt and complete this mission using these requirements: Biology, Officer, 2 Treachery, and Strength>36.
Travis Mayweather Space Boomer	BG	ST2E08113	R	Y	8R113	Personnel	3					Starfleet	[Stf][Pa]				Human	Astrometrics Geology 2 Navigation Transporters	5	6	5	While this personnel is aboard your [SF] ship and the first mission you completed this game was a space mission, that ship is Range +2.
Retrieve Materiel	BG	ST2E08060	U	Y	8U060	Mission	0	P	2	30	A	[Fed] [SF]						Anthropology, Engineer, Transporters, and Cunning>30				When you complete this mission, you may download a non-Artifact equipment and place it here.
Survey New World	BG	ST2E08062	U	Y	8U062	Mission	0	P	2	35	A	Any affiliation (except [Bor]) may attempt this mission.						Biology, Geology, Science, and Cunning>30 or Engineer, Officer, Security, and Strength>28				When you are about to fail a mission attempt at this mission, randomly select a personnel present and place that personnel on the bottom of his or her owner's deck.
Maxwell Forrest Starfleet Executive	BG	ST2E08109	R	Y	8R109	Personnel	2					Starfleet	[Cmd][Pa]		Admiral. 		Human	2 Diplomacy Leadership Medical	6	6	5	When this personnel is attempting a mission, if the first mission you completed this game was a space mission, this personnel is attributes +1.
Jonathan Archer Headstrong Captain	BG	ST2E08106	R	Y	8R106	Personnel	3					Starfleet	[Cmd][Pa]		Commander: Enterprise. 		Human	Diplomacy Engineer Honor Leadership Officer Security	6	6	6	While this personnel is at your [Fed] mission requiring Diplomacy, you may attempt it.
Jeffrey Pierce On The Edge	BG	ST2E08104	C	Y	8C104	Personnel	2					Starfleet	[Stf][Pa]				Human	Anthropology Diplomacy Programming Security	5	5	5	You may play this personnel at cost +1 to choose a [SF] personnel present.  That personnel cannot be stopped until the end of this turn.
Diplomatic Offer	BG	ST2E08031	U	N	8U031	Event	2															Plays in your core.  When your [SF] Diplomacy personnel is facing a dilemma, you may discard a card from hand to make that personnel attributes +1 and gain Leadership.  These effects last until the end of that dilemma.  You may only do this once each turn.
Sarajevo Starfleet Vessel	BG	ST2E08118	C	Y	8C118	Ship	3					Starfleet	[Pa]	[Cmd]		Unknown Class			6	5	5	While you have a Transporters personnel aboard this ship, it is attributes +1.
Disinterested Visitant	BG	ST2E08049	R	N	8R049	Interrupt	0															To play this interrupt, you must command three [SF] personnel.  When you attempt a planet mission, if the first mission you completed this game was a space mission, subtract one from the total cost of your opponent may spend on dilemmas for that mission attempt.
Vulcan Tricorder	BG	ST2E08023	U	N	8U023	Equipment	2															While facing a dilemma, you may discard a card from hand to have your [SF] Leadership personnel present gain Biology, Geology, or Science until the end of that dilemma.
Phase Pistol	BG	ST2E08022	C	N	8C022	Equipment	1								Hand Weapon. 							While in combat, each of your [SF] personnel present is Strength +1.
Shuttlepod Two Landing Craft	BG	ST2E08120	R	Y	8R120	Ship	2					Starfleet	[Pa]	[Stf]		Shuttle			2	2	2	You may play this ship to the same mission as your Enterprise.  While you command more than five personnel aboard this ship, it is Range -2.  When this ship is about to move to or from your space mission, subtract 3 from the Range required.
Shuttlepod One Reliable Transport	BG	ST2E08119	R	Y	8R119	Ship	2					Starfleet	[Pa]	[Stf]		Shuttle			2	2	2	You may play this ship to the same mission as your Enterprise.  While you command more than five personnel aboard this ship, it is Range -2.  When this ship is about to move to or from a mission where you have a [SF] ship, subtract 2 from the Range required.
Enterprise Finally Ready to Swim	BG	ST2E08117	R	Y	8R117	Ship	4					Starfleet	[Pa]	[Cmd]		NX Class			6	5	5	While you have three different species aboard this ship, it is attributes +2.
Preeminent Precision	BG	ST2E08037ab	U	N	8U037	Event	1															To play this event, you must command three [SF] personnel.  Plays in your core.  Order - Stop your [SF] Engineer aboard your ship to make that ship Range +2 until the end of this turn.
Assimilation Techniques	BG	ST2E08025	C	N	8C025	Event	2								Replicate - Discard a [Bor] card from hand.							To play this event, you must command three [Bor] personnel.  Download an interrupt.  Destroy this event.
Malcolm Reed Weapons Expert	BG	ST2E08108	R	Y	8R108	Personnel	4					Starfleet	[Cmd][Pa]				Human	Honor Intelligence Officer 2 Security Transporters	6	5	6	Order - Place this personnel on the bottom of your deck to reveal the top card of an opponent's dilemma pile.  If that dilemma costs 3 or less, place it beneath your non-headquarters mission.
Assist Cloaked Ship	BG	ST2E08052	U	Y	8U052	Mission	0	S	4	35	A	[SF]						Diplomacy, Engineer, Officer, Transporters, and Integrity>33				You may attempt and complete this mission using your [Kli] personnel with these requirments: Leadership, Navigation, Security, Treachery, and Strength>36.
Remarkable Regeneration	BG	ST2E08039	R	N	8R039	Event	4															To play this event, you must command three [SF] personnel.  Plays in your core.  While an opponent has more points than you, subtract one from each Consume on each of your dilemmas.
Data's Emotion Chip	BG	ST2E08021	R	Y	8R021	Equipment	2															While facing a dilemma, each Android present is Integrity +2 and Cunning -1.  When your Android present is stopped by a dilemma, you may examine the top three cards of your deck and replace them in any order.
Elizabeth Cutler Eager Entomologist	BG	ST2E08099	C	Y	8C099	Personnel	1					Starfleet	[Stf][Pa]				Human	Biology Exobiology	5	5	5	While this personnel is attempting a planet mission and the first mission you completed this game was a space mission, she gains Exobiology and Geology.
Cyrus Redblock Civil Criminal	BG	ST2E08082	C	Y	8C082	Personnel	1					Non-Aligned			Thief. 		Hologram	Acquisition Leadership Treachery	2	5	5	For each Crime event you command, this personnel is attributes +2 (limit +6).
Escape Gulag	BG	ST2E08056	U	Y	8U056	Mission	0	P	2	30	A	Any affiliation (except [Kli]) may attempt this mission.						Intelligence, Navigation, Cunning>28, and Transporters aboard your ship at this mission				You may attempt and complete this mission using your [Kli] personnel with these requirements: Geology, Officer, Security, and Strength>28.
Ulani Belor Senior Cardassian Scientist	BG	ST2E08069	C	Y	8C069	Personnel	2					Cardassian	[Stf]				Cardassian	Engineer Physics Programming Science	6	6	4	While this personnel is facing a dilemma, each of your Science personnel present is Cunning +1.
Thrax Chief of Security	BG	ST2E08068	R	Y	8R068	Personnel	3					Cardassian	[Stf][AU]		Shape-shifter. 		Changeling	Officer Security Transporters Treachery	4	5	6	When you play a Punishment card, you may draw a card.
Jean-Luc Picard Bearer of Ill Tidings	BG	ST2E08091ab	R	Y	8R091	Personnel	4					Romulan	[Cmd]		Dissident. 		Human	Anthropology Diplomacy Intelligence Security	8	6	6	When this personnel is present with your Dissident and a dilemma is about to be revealed, you may lose 5 points to shuffle your opponent's dilemma stack.
Third Neonatal Drone	BG	ST2E08067	R	Y	8R067	Personnel	3					Borg	[Stf]		Drone. 		Borg	Astrometrics Transporters	5	5	5	When you play this personnel, you may download a [Bor] personnel whose cost is less than or equal to the number of cards in your hand.
Fourth Neonatal Drone	BG	ST2E08066	U	Y	8U066	Personnel	4					Borg	[Stf]		Drone. 		Borg	Navigation Transporters	5	5	5	When you play this personnel, you may download up to two events with a total cost less than or equal to the number of cards in your hand.
First Unstable	BG	ST2E08065	R	Y	8R065	Personnel	3					Borg	[Stf]		Drone. 		Borg	Leadership Officer Treachery	4	5	5	When you play this personnel, you may discard a random card from hand to download an event.
Benjamin Sisko First Officer	BG	ST2E08071	U	Y	8U071	Personnel	3					Federation	[Cmd][E]				Human	Engineer Honor Leadership Navigation Officer Transporters	6	6	6	Order - Discard a card from hand to download {Escape Pod}.
Control Plague	BG	ST2E08054	U	Y	8U054	Mission	0	P	2	35	A	[Kli] [SF]						Biology, Exobiology, 2 Medical, and Cunning>34 or Leadership, 2 Security, Treachery, and Strength>34				
Automated Repair Station	BG	ST2E08053	U	Y	8U053	Mission	0	S	3	30	A	[Fed] [SF]						Astrometrics, Programming, Transporters, and Cunning>28				At the end of each of your turns, if you have completed this mission and you have a ship at this mission, you may remove a Damage card from that ship.
