Name	Set	ImageFile	Rarity	Unique	CollectorsInfo	Type	Cost	Mission/DilemmaType	Span	Points	Quadrant	Affiliation	Icons	Staff	Keywords	Class	Species	Skills	Integrity/Range	Cunning/Weapons	Strength/Shields	Text
Expose Changeling Influence	Excelsior11	ST2E-EN03090	U	Y	3 U 90	Mission	0	P	3	40	AQ	[Baj] [Fed] [Kli]						Anthropology, Engineer, Honor, 2 Security, and Integrity>36				You may attempt and complete this mission using your [Dom] personnel with these requirements: Anthropology, Diplomacy, Intelligence, Security, Treachery, and Cunning>40.
Extract Defector	Excelsior11	ST2E-EN03091	U	Y	3 U 91	Mission	0	P	3	35	AQ	[Fed] [Kli]						Intelligence, 2 Navigation, and (Security and Strength>34 or Transporters and Cunning>32)				You may attempt and complete this mission using your [Car] or [Dom] personnel with these requirements: Intelligence, Leadership, Programming, Security, and Cunning>34.
Extraction	Excelsior11	ST2E-EN01168	U	Y	1 U 168	Mission	0	P	2	35	AQ	Any affiliation (except [Bor]) may attempt this mission.						Biology, Medical, Treachery, Cunning>36, and (Diplomacy or Intelligence)				
Farius Prime Approach Criminal Organization	Excelsior11	STVE-EN36018	V	Y	36 V 18	Mission	0	P	2	40	AQ	[Car][Dom][Fed][Rom]						Intelligence, Leadership, Officer, Security, Treachery, and Cunning>38				
Founders' Homeworld Home of the Great Link	Excelsior11	ST2E-EN03092	S	Y	3 S 92	Mission	0	H	2	0	GQ	This mission is not attemptable.			Nebula. Region: Omarion Nebula.			You may play [Dom] cards, [NA] cards, and equipment at this mission.				
Gamma Erandi Chart Nebula	Excelsior11	STVE-EN36019	V	Y	36 V 19	Mission	0	S	4	35	AQ	Any affiliation may attempt this mission.			Nebula. 			Exobiology, Navigation, Physics, Transporters, and Cunning>34				When you begin a mission attempt here, if you command two completed missions, reduce the attribute requirement of this mission by 5 until the end of the mission attempt.
Gather Information	Excelsior11	STVE-EN26023	V	Y	26 V 23	Mission	0	P	2	35	AQ	[Car] [Fer] [NA] [Rom]						Acquisition, Exobiology, Treachery, Cunning>34 and (2 Anthropology or a Yridian)				You may attempt and complete this mission using your [Fed] personnel with these requirements: Medical, Officer, Security, Transporters, and Integrity>34.
Iconia Investigation	Excelsior11	ST2E-EN01174	U	Y	1 U 174	Mission	0	P	2	35	AQ	[Dom] [Fed] [Rom]			Region: Neutral Zone.			2 Archaeology, 2 Programming, and Cunning>32				
Identify Temporal Disturbance	Excelsior11	STVE-EN28021	V	Y	28 V 21	Mission	0	S	3	30	AQ	[Fed] [Kli] [NA]						Astrometrics, Engineer, Transporters, and Integrity>32				Your [AU] personnel may attempt and complete this mission with these requirements: Leadership, 2 Security, and Strength>32.
Intercept Renegade	Excelsior11	ST2E-EN01176	S	Y	1 S 176	Mission	0	S	3	35	AQ	[Car] [Fed] [Rom]						2 Intelligence, 2 Treachery, and Cunning>34 or 2 Leadership, Officer, Security, and Integrity>33				
Investigate Rogue Comet	Excelsior11	ST2E-EN01180	S	Y	1 S 180	Mission	0	S	3	35	AQ	Any affiliation (except [Bor]) may attempt this mission.						Anthropology, Archaeology, Engineer, Programming, and Cunning>34				
Investigate Rumors	Excelsior11	ST2E-EN01181	U	Y	1 U 181	Mission	0	S	4	30	GQ	[Baj] [Car] [Fed] [Rom]						Astrometrics, Navigation, Science, and Cunning>30				
Kaleb Sector Covert Rendezvous	Excelsior11	STVE-EN35016	V	Y	35 V 16	Mission	0	S	4	35	AQ	Any affiliation (except [Bor]) may attempt this mission.						Engineer, Leadership, Navigation, Cunning>34, and a staffed Cloaking Device ship				When your mission attempt ends here, you may place your Cloaking Device ship here on your Engage Cloak.
Kavis Alpha Research Binary Star	Excelsior11	STVE-EN38016	V	Y	38 V 16	Mission	0	S	3	30	AQ	Any affiliation may attempt this mission.						Anthropology, Biology, Medical, and any attribute>32				When an opponent's personnel is stopped by your Infestation, he or she chooses another personnel facing that dilemma to be stopped.
Loren III Combined Discovery	Excelsior11	STVE-EN33028	V	Y	33 V 28	Mission	0	P	2	35	AQ	[Car] [Fed] [Kli] [Rom]						Archaeology, Astrometrics, Diplomacy, Officer, and Cunning>34				While you command an Archaeology Commander aboard his or her corresponding ship, you may play an Archaeology Commander of an affiliation you do not command aboard.
Medical Relief	Excelsior11	ST2E-EN01185	U	Y	1 U 185	Mission	0	P	2	30	AQ	[Fed] [Kli]						Biology, Exobiology, Medical, and Cunning>32				
Metron Arena Resolve Standing Conflict	Excelsior11	STVE-EN30029	V	Y	30 V 29	Mission	0	P	2	30	AQ	Any affiliation (except [Bor]) may attempt this mission.						Leadership, 2 Science, and Cunning>32 or Officer, 2 Treachery, and Strength>32				When a card an opponent owns removes any number of non-[Bor] personnel you do not command in your discard pile from the game, place them on this mission. (You now command those personnel.)
Military Exercises	Excelsior11	ST2E-EN01186	U	Y	1 U 186	Mission	0	S	3	35	AQ	[Car] [Dom] [Fed] [Kli] [Rom]						Leadership, 2 Officer, Security, and Cunning>34				
Mine Vendarite	Excelsior11	STVE-EN23029	V	Y	23 V 29	Mission	0	P	2	30	AQ	[Car] [Dom] [Fer] [Rom]			Region: Ligos System.			2 Security, Treachery, and Strength>34				When you complete this mission, if you command another completed Region: Ligos System mission or have a personnel in your brig, score 5 points and restore the Range of each ship you command.
Navigate Argolis Cluster	Excelsior11	st2e-en12041	U	Y	12 U 41	Mission	0	S	4	35	AQ	[Fed] [Kli]						Astrometrics, 2 Navigation, Physics, and Cunning>32				You may attempt and complete this mission using your [Dom] personnel with these requirments: Officer, Leadership, Security and Strength>36.
Nelvana III Compelling Threat	Excelsior11	STVE-EN35017	V	Y	35 V 17	Mission	0	P	2	35	AQ	[Fed][Rom]			Region: Neutral Zone.			Diplomacy, Intelligence, Security, Treachery, and Cunning>34				While this mission is complete, increase the attribute requirements of each opponent's mission by the highest Weapons among your staffed ships at that mission.
Obtain Vaccine	Excelsior11	ST2E-EN07050	U	Y	7 U 50	Mission	0	P	2	30	AQ	[Fed]						Diplomacy, Honor, Security, and Cunning>30				Any affiliation may attempt and complete this mission with these requirements: Biology, Leadership, Security, Treachery, and Strength>32.
Patrol Neutral Zone	Excelsior11	WYLB059	U	Y	14 U 59	Mission	0	S	3	20	AQ	[Fed] [Rom]			Region: Neutral Zone.			Astrometrics, 2 Leadership, 2 Security, and Cunning>34				When you complete this mission, score 5 points for each Region: Neutral Zone mission you command that does not have an opponent's ship at it.
Penetrate Enemy Lines	Excelsior11	STVE-EN26024	V	Y	26 V 24	Mission	0	S	3	35	AQ	[Car] [Dom] [Fed] [Kli]						Astrometrics, Leadership, Navigation, Strength>34 and (2 Engineer or a Jem'Hadar)				When you complete this mission, if at least three different species are involved, you may draw up to seven cards.
Plot Invasion	Excelsior11	ST2E-EN03099	U	Y	3 U 99	Mission	0	P	2	30	AQ	[Bor] [Dom]						Transporters, Cunning>30, and (Leadership and Officer or 2 Security)				You may attempt and complete this mission using your [Fed] personnel with these requirements: Intelligence, Leadership, Security, and Strength>30.
Practice Orbital Maneuvers	Excelsior11	ST2E08059	U	Y	8 U 59	Mission	0	S	2	40	AQ	[Fed]			Region: Sector 001.			Astrometrics, Leadership, Navigation, Security, Cunning>36, and 3 Cadets				Cadets may complete this mission as if they were facing a dilemma.
Protect Wormhole	Excelsior11	STVE-EN17049	V	Y	17 V 49	Mission	0	S	3	40	GQ	[Baj] [Fed] [Car]						Astrometrics, Engineer, 2 Navigation, Science, and Cunning>40				When any player is about to move a ship between this mission and Region: Bajor System mission, do not add 2 to the span total of those missions.
Recruit Ally	Excelsior11	STVE-EN26025	V	Y	26 V 25	Mission	0	S	3	35	AQ	[Car] [Dom] [NA]						Leadership, Navigation, Security, Strength>36 and (2 Diplomacy or a Breen)				When your personnel complete this mission, you may download a personnel.
Rescue Prisoners of War	Excelsior11	ST2E-EN03101	S	Y	3 S 101	Mission	0	S	2	35	GQ	[Car] [Fed] [Kli] [Rom]						Intelligence, Navigation, Programming, Transporters, and Cunning>32				You may attempt and complete this mission using your [Dom] personnel with these requirements: Exobiology, Leadership, Security, Treachery, and Strength>32.
Resolve Trade Dispute	Excelsior11	STVE-EN25021	V	Y	25 V 21	Mission	0	S	3	35	GQ	[Dom] [Fed] [Fer]						Acquisition, Diplomacy, Security, and (Honor and Cunning>34 or Treachery and Strength>34)				When you play a Commodity event, if you have completed this mission, that event is cost -1.
Restock Ketracel-White	Excelsior11	ST2E-EN03102	U	Y	3 U 102	Mission	0	S	2	35	AQ	[Dom]						Biology, 2 Leadership, Transporters, and Integrity>29				You may attempt and complete this mission using your [Fed] or [Kli] personnel with these requirements: Engineer, Intelligence, Security, Transporters, and Cunning>36.
Rigel X Locate Mysterious Contact	Excelsior11	ST2E-EN29036	V	Y	29 V 36	Mission	0	P	2	35	AQ	Any affiliation (except [Bor]) may attempt this mission.						Anthropology, Diplomacy, Leadership, Security, and Cunning>34				When six or more personnel begin a mission attempt here, you may draw two cards. If you do, your opponent may draw one extra dilemma and spend one extra in total cost on dilemmas.
Romulus Seat of Power	Excelsior11	ST2E-EN01195	S	Y	1 S 195	Mission	0	H	2	0	AQ	This mission is not attemptable.			Region: Romulus System.			You may play [Rom] cards, [NA] cards, and equipment at this mission.				
Runabout Search	Excelsior11	ST2E-EN01196	U	Y	1 U 196	Mission	0	P	2	35	AQ	[Baj] [Fed] [Fer]						Medical, Science, Transporters, Cunning>32, and (Acquisition or Honor)				When you complete this mission, if your ship is at this mission, you may take a [Baj] personnel or a [Fed] personnel from your discard pile and place it aboard that ship.
Salvage Borg Ship	Excelsior11	ST2E-EN03103	S	Y	3 S 103	Mission	0	P	2	35	AQ	Any affiliation may attempt this mission.						Astrometrics, Engineer, Medical, Programming, and Cunning>34				
Security Briefing	Excelsior11	ST2E-EN01199	S	Y	1 S 199	Mission	0	P	2	35	AQ	[Baj] [Car] [Dom]						2 Diplomacy, 2 Security, and Cunning>32				
Signal for Rescue	Excelsior11	ST2E-EN03105	U	Y	3 U 105	Mission	0	P	2	45	AQ	[Dom] [Fed] [Kli]						Biology, Engineer, Programming, Security, Strength>42, and (Diplomacy and Treachery or Honor and Leadership)				
Stage Bombardment	Excelsior11	ST2E-EN03106	U	Y	3 U 106	Mission	0	S	4	35	GQ	[Car] [Rom]			Nebula. Region: Omarion Nebula.			2 Leadership, Navigation, Officer, and Cunning>34				You may attempt and complete this mission using your [Dom] personnel with these requirements: Intelligence, 2 Leadership, Treachery, and Cunning>32.
Stage Covert Fleet	Excelsior11	STVE-EN26026	V	Y	26 V 26	Mission	0	S	3	40	GQ	[Dom]			Nebula.			2 Leadership, Navigation, 2 Security, and (Cunning>38 or Strength>38)				When you are about to play a [Dom] personnel at your Founders' Homeworld, if this mission is complete, you may discard the top card of your deck to play that personnel on your [Dom] ship.
Starbase 718 Investigate Cryosatellite	Excelsior11	STVE-EN30032	V	Y	30 V 32	Mission	0	S	3	30	AQ	Any affiliation (except [Bor]) may attempt this mission.						Engineer and (Leadership, Security, and Strength>32 or Medical, Science, and Cunning>32)				When your personnel complete this mission, you may place any number of unique personnel with a total cost of 6 or less from your discard pile at your headquarters mission where they could be played.
Study Rare Phenomenon	Excelsior11	ST2E-EN03107	U	Y	3 U 107	Mission	0	S	3	35	AQ	[Fed] [NA]						Engineer, Navigation, Physics, Science, and Cunning>34				You may attempt and complete this mission using your [Dom] personnel with these requirements: Engineer, Leadership, Programming, Security, and Strength>34.
Supervise Dilithium Mine	Excelsior11	ST2E-EN01202	S	Y	1 S 202	Mission	0	P	1	35	AQ	[Rom]			Region: Romulus System.			2 Geology, Leadership, Security, and Strength>34				
Survey Star System	Excelsior11	ST2E-EN03108	S	Y	3 S 108	Mission	0	S	3	30	GQ	Any affiliation may attempt this mission.						Astrometrics, Navigation, Science, and Cunning>34				When you complete this mission, if your personnel completing it have Acquisition, Diplomacy, or Treachery, score 5 points.
Teplan Prime Subjugate Planet	Excelsior11	STVE-EN33031	V	Y	33 V 31	Mission	0	P	2	30	GQ	[Dom]						Exobiology, Officer, Security, and Strength>30				
Torga IV Salvage Dominion Ship	Excelsior11	ST2E-EN03104a	S	Y	3 S 104	Mission	0	P	2	35	GQ	[Fed] [Kli]						Diplomacy, Engineer, Leadership, Programming, and Strength>34				You may attempt and complete this mission using your [Dom] personnel with these requirements: 2 Diplomacy, Honor, Medical, and Cunning>34.
Torga IV Strained Negotiations	Excelsior11	ST2E-EN29037	V	Y	29 V 37	Mission	0	P	2	35	GQ	[Dom] [Fed]						Anthropology, Diplomacy, Officer, and (Honor and Integrity>34 or Strength>34 and a Vorta)				When your personnel complete this mission, choose one: each player scores 5 points; or each player loses 5 points.
Vandros IV Destroy Iconian Gateway	Excelsior11	ST2E-EN03086ab	S	Y	3 S 86	Mission	0	P	2	35	GQ	[Dom] [Fed]						Engineer, Leadership, Physics, Security, and Strength>34				
Wormhole Negotiations	Excelsior11	ST2E-EN01206	U	Y	1 U 206	Mission	0	S	2	45	AQ	[Fed] [Fer] [Kli] [NA] [Rom]						Astrometrics, Cunning>42, and (3 Diplomacy and 2 Honor or Telepathy and 3 Treachery)				
Kira Nerys Ambitious Ally	Excelsior11	STVE-EN24024	V	Y	24 V 24	Personnel	3					Bajoran	[Cmd][DS9]				Bajoran	Diplomacy Honor Law Programming Security Transporters	6	6	6	You may play this personnel aboard your [Car] ship. When you play this personnel, you may download a ship.
Odo Surreptitious Ally	Excelsior11	STVE-EN32009	V	Y	32 V 9	Personnel	3					Bajoran	[Cmd][E]		Shape Shifter.		Changeling	Exobiology Law Programming 2 Security	6	7	8	Order - Discard a Paranoia card from hand to take a [E] card from your discard pile into hand. You may do this only once each turn.
Winn Adami Kai of Bajor	Excelsior11	ST2E-EN01228a	U	Y	1 U 228	Personnel	2					Bajoran			Kai.		Bajoran	Diplomacy Law Leadership Treachery	3	6	4	Order - Discard a card from hand to place a non-[Baj] personnel from your discard pile on top of your deck. You may do this only once each turn.
Aamin Marritza Honorable Patriot	Excelsior11	ST2E-EN04116	U	Y	4 U 116	Personnel	2					Cardassian	[Stf]				Cardassian	2 Honor Programming	8	6	3	While this personnel is attempting a mission, you may discard an event from hand to make him gain a skill of your choice that he does not already have until the end of that mission attempt. You may do this only once each turn.
Ari	Excelsior11	ST2E-EN01229	U	N	1 U 229	Personnel	2					Cardassian	[Stf]		Dissident.		Cardassian	Honor Officer Programming Transporters	6	5	6	When you play this personnel, if you have a Gul or Legate at this mission, this personnel's cost -1.
Broca "Leader" of the Cardassian Union	Excelsior11	STVE-EN23039	V	Y	23 V 39	Personnel	2					Cardassian	[Cmd]		Legate.		Cardassian	Archaeology Officer Physics Treachery	4	5	5	When you play this personnel, if you command three [Car] personnel, you may discard the top six cards of your deck to score 5 points.
Corbin Entek Inquisitor	Excelsior11	STVE-EN30040	V	Y	30 V 40	Personnel	3					Cardassian	[Cmd]				Cardassian	Intelligence Law 2 Security Treachery	2	4	4	This personnel is attributes +2 for each captive in your brig (limit +6).
Crell Moset Notorious Exobiologist	Excelsior11	WYLB068	R	Y	14 R 68	Personnel	4					Cardassian	[Stf][Pa]				Cardassian	2 Exobiology 2 Medical Science 2 Treachery	2	7	5	When your [Car] personnel present is about to be killed or stopped by a dilemma that costs 3 or more, you may discard a non-[Car] personnel from hand to prevent that.
Dakol Lecherous Overseer	Excelsior11	STVE-EN30041	V	Y	30 V 41	Personnel	2					Cardassian	[Stf]		Glinn.		Cardassian	Archaeology Geology Officer Treachery	4	5	6	When you play this personnel, the next Punishment event you play this turn is cost -2.
Damar Ambitious Glinn	Excelsior11	STVE-EN24025	V	Y	24 V 25	Personnel	2					Cardassian	[Stf]		Glinn.		Cardassian	Astrometrics Engineer Officer Physics Security	4	5	6	Order - Discard a [Car] ship from hand to draw three cards. You may do this only once each turn.
Damar Cardassian Liberator	Excelsior11	st2e-en13052	R	Y	13 R 52	Personnel	4					Cardassian	[Cmd]		Dissident. Legate.		Cardassian	Engineer Honor 2 Leadership Officer Security	7	6	6	When you play this personnel, examine cards from the top of your deck equal to the cost of a personnel you command. Take up to two cards examined into your hand. Discard the remaining cards.
Danar Irascible Gul	Excelsior11	ST2E-EN01232	U	Y	1 U 232	Personnel	2					Cardassian	[Cmd]		Commander: Aldara. Gul.		Cardassian	Astrometrics Engineer Leadership Navigation Officer	5	5	6	
Danig Kell	Excelsior11	STVE-EN38022	V	N	38 V 22	Personnel	1					Cardassian	[Cmd]		Legate.		Cardassian	Diplomacy Officer Security	5	6	5	
Darhe'el The Butcher of Gallitep	Excelsior11	ST2E-EN01233	U	Y	1 U 233	Personnel	3					Cardassian	[Cmd][Pa]		Gul.		Cardassian	Exobiology Geology Leadership Officer 2 Treachery	1	6	5	When you place an opponent's personnel in your brig, you may discard a card from hand to draw two cards. You may do this only once each turn.
Daro	Excelsior11	ST2E-EN01234	C	N	1 C 234	Personnel	1					Cardassian	[Stf]		Glinn.		Cardassian	Astrometrics Engineer Transporters	5	5	5	
Dolak Offended Neighbor	Excelsior11	STVE-EN40028	V	Y	40 V 28	Personnel	2					Cardassian	[Cmd]		Commander: Kraxon. Gul.		Cardassian	Leadership Physics Programming	5	5	6	When you win an engagement involving this personnel, the loser discards the top three cards of his or her deck.
Dukat Ambitious Commander	Excelsior11	STVE-EN24026	V	Y	24 V 26	Personnel	3					Cardassian	[Cmd]		Commander: Groumall. Gul.		Cardassian	Acquisition Leadership Navigation Officer Programming Treachery	4	6	6	While this personnel is facing a dilemma, you may discard a ship from hand to make him gain a skill from your personnel present until the end of that mission attempt.
Elim Garak Agent of the Obsidian Order	Excelsior11	ST2E-EN01236	R	Y	1 R 236	Personnel	2					Cardassian	[Cmd]				Cardassian	Exobiology Intelligence Programming Security Treachery	3	6	6	While this personnel is attempting a mission, you may discard a personnel from hand to give him one of the discarded personnel's skills until the end of that mission attempt.
Emok	Excelsior11	ST2E-EN01237	C	N	1 C 237	Personnel	1					Cardassian	[Stf]				Cardassian	Exobiology Intelligence Medical	5	5	5	
Enabran Tain "Retired" Spymaster	Excelsior11	ST2E-EN06044	P	Y	6 P 44	Personnel	3					Cardassian	[Cmd]				Cardassian	Anthropology 2 Intelligence Security 2 Treachery	2	7	3	When you play this personnel, if each of your non-headquarters missions requires Intelligence, you may draw up to seven cards, then discard two cards from hand.
Evek Agent of Cardassian Justice	Excelsior11	STVE-EN19009	V	Y	19 V 9	Personnel	4					Cardassian	[Cmd]		Gul.		Cardassian	Law Officer Physics Security	4	5	6	When you play this personnel, if you command six [Car] personnel, you may reveal the top three cards of an opponent's deck. Each revealed card that is a personnel that opponent does not command is placed in your brig. (That opponent now commands them.)
Evek Attach̩ to the Demilitarized Zone	Excelsior11	ST2E-EN01239	R	Y	1 R 239	Personnel	3					Cardassian	[Cmd]		Commander: Vetar. Gul.		Cardassian	Anthropology Diplomacy Law Leadership Officer Security	4	5	6	When you play this personnel, you may discard a card from hand to download a Capture card.
Gollek	Excelsior11	STVE-EN30042	V	N	30 V 42	Personnel	2					Cardassian	[Stf]				Cardassian	Diplomacy Intelligence Programming Security	6	6	5	When you play this personnel, she is cost -1 for each opponent that has an event in his or her discard pile.
Hogue Student of Political Ethics	Excelsior11	ST2E-EN04118	C	Y	4 C 118	Personnel	1					Cardassian	[Stf]		Dissident.		Cardassian	Honor Leadership Navigation	6	5	5	Order - Discard the top card of your deck to make this personnel gain Science until the end of this turn. You may do this only once each turn.
Joret Dal Patriotic Visionary	Excelsior11	ST2E-EN01242	R	Y	1 R 242	Personnel	1					Cardassian	[Stf]		Dissident. Glinn.		Cardassian	Biology Honor Intelligence Science Security	6	5	6	While a [Car] ship is at this mission, it is Weapons -2 and Shields -2.
Jural	Excelsior11	ST2E-EN02116	C	N	2 C 116	Personnel	1					Cardassian	[Stf]		Glinn.		Cardassian	Geology Science Transporters	4	6	5	While this personnel is present with a Gul, he gains Physics.
Kira Nerys Iliana Ghemor	Excelsior11	ST2E-EN04119	R	Y	4 R 119	Personnel	1					Cardassian	[Stf]		Dissident.		Bajoran	Honor Programming Security	6	6	6	Order - Lose 5 points and stop this personnel to download up to three Dissident personnel, then place them on a headquarters mission where they could be played.
Korinas Observer from the Obsidian Order	Excelsior11	STVE-EN18022	V	Y	18 V 22	Personnel	4					Cardassian	[Cmd]				Cardassian	Intelligence Leadership Officer Security Treachery	3	6	5	While this personnel is facing a dilemma, she and each [Car] Intelligence personnel present adds his or her Cunning to his or her Integrity.
Lemec Posturing Negotiator	Excelsior11	ST2E-EN01244	U	Y	1 U 244	Personnel	3					Cardassian	[Cmd]		Commander: Reklar. Gul.		Cardassian	Diplomacy Geology Medical Officer Transporters Treachery	4	5	6	While you have a higher score than each of your opponents, this personnel is Cunning +2 and Strength +2.
Macet Skeptical Commander	Excelsior11	st2e-en10058	R	Y	10 R 58	Personnel	3					Cardassian	[Cmd]		Commander: Trager. Gul.		Cardassian	Astrometrics Leadership Officer Treachery	4	6	6	While this personnel is aboard your Trager and this personnel is facing a dilemma, you may meet Diplomacy and Honor requirements of that dilemma using Treachery instead.
Madred Persistent Inquisitor	Excelsior11	STVE-EN17055	V	Y	17 V 55	Personnel	3					Cardassian	[Cmd]		Gul.		Cardassian	Exobiology Medical Officer 2 Treachery	2	6	5	Order - Choose an opponent. That opponent guesses how many cards that have a cost of 4 or more are in your hand. Reveal your hand. If that opponent is correct, kill this personnel. Otherwise, he is attributes +3 until the end of the turn.
Magren	Excelsior11	ST2E-EN03145	C	N	3 C 145	Personnel	1					Cardassian	[TN]				Cardassian	Biology Medical Physics	5	6	5	
Makbar State Jurist	Excelsior11	STVE-EN40029	V	Y	40 V 29	Personnel	2					Cardassian					Cardassian	Anthropology Law Treachery	4	7	4	When this personnel begins a mission attempt, you may remove a personnel in an opponent's discard pile from the game to make this personnel gain one of the removed personnel's skills until the end of this mission attempt.
Mardel Overseer	Excelsior11	st2e-en13054	U	Y	13 U 54	Personnel	3					Cardassian	[Cmd][AU]				Cardassian	Anthropology Engineer Geology Physics Security Treachery	3	5	6	While this personnel is facing a dilemma, you may discard a personnel from hand to add his or her cost to this personnel's attributes until the end of that dilemma.
Mila Trusted Confidante	Excelsior11	ST2E-EN04120	U	Y	4 U 120	Personnel	2					Cardassian			Dissident.		Cardassian	Biology Honor Intelligence Medical	7	5	3	When an interrupt is played, you may kill this personnel to prevent that interrupt and place it in its owner's discard pile.
Nador Curious Commander	Excelsior11	STVE-EN17056	V	Y	17 V 56	Personnel	4					Cardassian	[Cmd][AU]		Commander: Rokassa. Gul.		Cardassian	Archaeology Astrometrics Geology Law Navigation Officer Physics Treachery	3	6	6	When you play this personnel, if you have completed a mission requiring Officer or Treachery, he is cost -4. While you have completed a mission worth 40 or more points, each [AU] personnel present is attributes +1.
Natima Lang Professor of Political Ethics	Excelsior11	ST2E-EN02117	U	Y	2 U 117	Personnel	1					Cardassian			Dissident.		Cardassian	Diplomacy Honor Law Leadership Programming	6	6	4	When you play this personnel, discard a card from hand.
Nidet	Excelsior11	STVE-EN38023	V	N	38 V 23	Personnel	2					Cardassian	[Stf]				Cardassian	Biology Medical Programming Security	4	5	6	When you place a personnel an opponent owns in your brig, if this personnel is in your hand, you may place him on your headquarters mission where he could be played.
Ocett Dogged Rival	Excelsior11	ST2E-EN01248	R	Y	1 R 248	Personnel	3					Cardassian	[Cmd]		Commander: Bralek. Gul.		Cardassian	Archaeology Exobiology Navigation Officer Science Treachery	4	6	5	When you play this personnel, you may discard the top card of your deck to place any other card from your discard pile on top of your deck.
Parn	Excelsior11	ST2E-EN01249	C	N	1 C 249	Personnel	2					Cardassian	[Cmd]		Legate.		Cardassian	Archaeology Diplomacy Leadership Officer Treachery	4	6	5	
Rogesh	Excelsior11	ST2E-EN01250	C	N	1 C 250	Personnel	2					Cardassian	[Stf]				Cardassian	Intelligence Navigation Physics Science Treachery	4	6	5	
Rusot Proud Nationalist	Excelsior11	ST2E-EN04122	U	Y	4 U 122	Personnel	2					Cardassian	[Cmd]		Dissident. Gul.		Cardassian	Biology Geology Officer Treachery	4	5	6	While you command more events in your core than each of your opponents, this personnel gains Leadership and Security.
Seska Pragmatic Agent	Excelsior11	STVE-EN39008	V	Y	39 V 8	Personnel	6					Cardassian	[Cmd][Voy]		Infiltrator.		Cardassian	Intelligence 2 Programming 2 Treachery	2	7	5	When you play this personnel, she is cost -1 for each Treachery personnel you command.
Seskal Comrade in Arms	Excelsior11	ST2E-EN04123	U	Y	4 U 123	Personnel	2					Cardassian	[Cmd]		Dissident. Glinn.		Cardassian	Anthropology Astrometrics Officer Science	5	5	6	While you command more events in your core than each of your opponents, this personnel cannot be stopped by dilemmas.
Tajor	Excelsior11	STVE-EN30043	V	N	30 V 43	Personnel	1					Cardassian	[Stf]		Glinn.		Cardassian	Intelligence Medical Treachery	5	5	5	When you discard this personnel from the top of your deck, you may place him on your Cardassia Prime.
Tekeny Ghemor Prominent Official	Excelsior11	ST2E-EN07059	R	Y	7 R 59	Personnel	3					Cardassian	[Cmd]		Dissident. Legate.		Cardassian	Diplomacy Engineer Honor Law Leadership Programming Transporters	7	6	5	When you play this personnel, discard a card from hand. When this personnel is about to be stopped by a dilemma, you may stop your Dissident present instead.
Tora Ziyal Ambitious Daughter	Excelsior11	STVE-EN24027	V	Y	24 V 27	Personnel	1					Cardassian					Bajoran/Cardassian	Anthropology Biology Honor	6	4	4	When this personnel is about to be stopped by a dilemma, you may discard a ship from hand to prevent that.
Tugat	Excelsior11	STVE-EN24028	V	N	24 V 28	Personnel	2					Cardassian	[Stf]				Cardassian	Geology Medical Officer Transporters	5	5	5	While this personnel is attempting a mission, if you discard a ship from hand, you may reveal him to make him attributes +1 until the end of the turn (limit +4).
Turo	Excelsior11	STVE-EN35019	V	N	35 V 19	Personnel	2					Cardassian	[Stf]		Glinn.		Cardassian	Biology Engineer Intelligence Treachery	4	6	5	While this personnel is aboard your Keldon-class ship, the first Capture or Punishment event you play each turn is cost -1.
Vengar	Excelsior11	STVE-EN30044	V	N	30 V 44	Personnel	2					Cardassian	[Stf]				Cardassian	Anthropology Diplomacy Law Navigation	5	6	6	When you play this personnel, he is cost -1 for each opponent that has an interrupt in his or her discard pile.
Yteppa Obsidian Order Asset	Excelsior11	STVE-EN30045	V	Y	30 V 45	Personnel	2					Cardassian			Infiltrator.		Kobliad	Exobiology Intelligence Security Transporters	4	6	6	When an opponent's personnel present is killed, you may discard a Capture card from hand to place that personnel in your brig.
Amat'igan Founder Bodyguard	Excelsior11	STVE-EN22034	V	Y	22 V 34	Personnel	5					Dominion	[Stf]				Jem'Hadar	Astrometrics Navigation Security	5	5	8	When your [Dom] personnel present is killed by a dilemma, you may take a Jem'Hadar from hand and place him present with this personnel. That personnel joins the mission attempt.
Arak'Taral Suspicious Second	Excelsior11	STVE-EN16034	V	Y	16 V 34	Personnel	3					Dominion	[Stf]				Jem'Hadar	Astrometrics Officer Physics Transporters	5	5	8	When this personnel is an eligible target for a random selection, you may exclude a [Cmd] personnel present from that selection.
Bashir Founder Imperturbable Infiltrator	Excelsior11	st2e-en12051	R	Y	12 R 51	Personnel	2					Dominion	[Stf]		Founder. Infiltrator. Shape-shifter.		Changeling	Intelligence Medical Physics 2 Treachery	1	7	6	While you command two Founders, you may play this personnel at cost +2 aboard an opponent's ship. If you do this, that opponent now commands him. While you command but do not own this personnel, each of your personnel is attributes -1 (even if this personnel is stopped).
Borath Psychological Researcher	Excelsior11	ST2E-EN03151	R	Y	3 R 151	Personnel	3					Dominion	[Cmd]				Vorta	Exobiology Intelligence Medical Programming Treachery	4	6	4	Order - Examine a random card from an opponent's hand. If it is a personnel, draw a card. You may do this only once each turn.
